age,education,occupation,experience,hours-per-week,salary
49,Masters,Data Scientist,6,49,56260
44,Assoc,Plant Supervisor,17,43,41850
51,Masters,Project Manager,14,30,49411
29,Some-college,Armed-Forces,8,62,37163
40,Bachelors,Sales Associate,20,53,41313
59,Bachelors,Software Engineer,27,37,62192
45,PhD,Research Scientist,23,27,75639
53,Bachelors,Sales Associate,4,52,30975
47,HS-grad,Marketing Manager,7,58,33165
24,Masters,Project Manager,6,59,48499
56,Bachelors,Sales Associate,27,33,48799
55,HS-grad,Graphic Designer,27,24,43818
64,Assoc,Nurse,19,38,45789
24,Assoc,Nurse,6,26,33943
59,PhD,Research Scientist,18,28,75268
42,Masters,Project Manager,19,33,59835
36,Bachelors,Software Engineer,6,34,45641
64,Bachelors,Software Engineer,13,52,46121
47,Some-college,Craft-repair,21,22,38281
23,Some-college,Armed-Forces,2,59,26828
47,Bachelors,Software Engineer,1,28,36969
61,Some-college,Tech-support,7,56,36476
64,PhD,Professor,5,63,63764
60,Assoc,Quality Analyst,32,59,57709
25,Masters,Data Scientist,0,61,48964
24,Assoc,Plant Supervisor,6,39,29436
20,Some-college,Transport-moving,1,65,24011
60,Assoc,Nurse,34,68,64310
25,PhD,Research Scientist,5,56,61619
34,Bachelors,Sales Associate,0,66,26765
33,PhD,Research Scientist,12,28,65682
38,Masters,Data Scientist,4,29,49796
30,PhD,Legal Advisor,0,39,46328
58,Some-college,Transport-moving,2,30,21698
42,Bachelors,Business Analyst,16,68,52355
43,Bachelors,Sales Associate,13,58,40909
21,HS-grad,Marketing Manager,0,49,23977
55,Bachelors,Sales Associate,22,23,45560
39,Bachelors,Sales Associate,10,52,37438
57,PhD,Research Scientist,8,60,67478
53,Some-college,Adm-clerical,24,43,44429
45,Masters,Project Manager,27,46,66940
29,HS-grad,Marketing Manager,4,28,28672
42,PhD,Legal Advisor,12,40,55701
54,Masters,Accountant,4,32,36026
56,Assoc,Nurse,6,57,34186
62,Assoc,Plant Supervisor,38,56,61152
50,HS-grad,Graphic Designer,16,61,42619
44,Bachelors,Business Analyst,15,27,48804
46,HS-grad,Graphic Designer,17,39,35833
25,HS-grad,Graphic Designer,5,57,30673
29,Some-college,Armed-Forces,6,36,30088
59,HS-grad,Graphic Designer,11,51,33457
61,PhD,Research Scientist,34,53,91366
22,PhD,Research Scientist,1,35,56568
39,Some-college,Other-service,10,29,29923
45,HS-grad,Sales Associate,5,39,22016
33,Assoc,Quality Analyst,5,65,34479
37,PhD,Legal Advisor,18,33,66590
57,Assoc,Plant Supervisor,32,50,61027
61,Assoc,Plant Supervisor,33,69,61483
20,PhD,Professor,2,57,55707
61,Bachelors,Business Analyst,29,36,58551
44,Some-college,Armed-Forces,26,68,55289
40,Bachelors,Sales Associate,9,30,33720
51,PhD,Legal Advisor,16,59,66395
57,PhD,Professor,18,22,73247
23,Assoc,Nurse,1,67,30776
29,Assoc,Nurse,9,26,29960
54,Bachelors,Software Engineer,23,44,57909
46,Some-college,Nurse,6,52,32885
30,Bachelors,Software Engineer,6,38,42238
56,Some-college,Handlers-cleaners,23,35,42110
51,HS-grad,Graphic Designer,3,30,25480
33,Masters,Project Manager,6,32,45230
24,Bachelors,Sales Associate,5,27,30619
19,Masters,Data Scientist,0,30,47289
46,PhD,Legal Advisor,10,58,60071
21,Some-college,Craft-repair,1,25,20601
18,HS-grad,Sales Associate,0,25,18000
45,Some-college,Priv-house-serv,10,52,28115
35,HS-grad,Graphic Designer,8,33,23212
63,Assoc,Quality Analyst,28,55,50359
21,PhD,Professor,3,25,52515
30,Bachelors,Software Engineer,5,56,48265
31,Bachelors,Software Engineer,7,55,44832
63,HS-grad,Sales Associate,15,65,37998
42,Bachelors,Sales Associate,18,52,44518
27,Some-college,Machine-op-inspct,1,41,18235
43,HS-grad,Sales Associate,12,46,25862
41,HS-grad,Marketing Manager,2,66,30123
31,Assoc,Nurse,11,47,42564
60,Bachelors,Software Engineer,16,59,61654
51,Bachelors,Sales Associate,9,29,35168
53,Assoc,Plant Supervisor,23,31,47016
62,Some-college,Transport-moving,36,25,51874
39,HS-grad,Marketing Manager,8,43,27898
23,Assoc,Plant Supervisor,5,54,36267
63,Some-college,Nurse,35,31,55845
24,Some-college,Adm-clerical,2,55,25368
50,Bachelors,Sales Associate,12,37,41382
27,Masters,Data Scientist,1,57,49681
48,Assoc,Nurse,5,22,29798
55,Masters,Project Manager,6,34,42365
58,Some-college,Tech-support,23,21,41533
55,Some-college,Adm-clerical,29,61,48592
18,Masters,Accountant,0,53,39033
40,Masters,Data Scientist,20,43,64904
29,Bachelors,Sales Associate,5,39,32230
41,Masters,Accountant,22,32,52030
43,Masters,Project Manager,1,35,41535
52,Assoc,Nurse,28,56,52798
56,HS-grad,Marketing Manager,27,48,47960
31,Assoc,Plant Supervisor,11,66,39713
49,Some-college,Priv-house-serv,25,20,42462
47,Some-college,Nurse,23,58,47849
26,Bachelors,Sales Associate,5,53,33023
36,Bachelors,Software Engineer,3,59,45086
58,Masters,Data Scientist,21,37,67210
36,HS-grad,Marketing Manager,15,66,43343
54,Masters,Data Scientist,18,56,67195
25,PhD,Research Scientist,4,52,62390
35,Some-college,Other-service,10,29,25238
42,Bachelors,Software Engineer,12,37,47171
41,Masters,Accountant,1,67,42610
18,Masters,Project Manager,0,61,43925
64,Masters,Data Scientist,14,54,58976
40,PhD,Professor,6,42,55256
44,Bachelors,Software Engineer,8,25,42186
54,Assoc,Plant Supervisor,30,53,51575
46,HS-grad,Marketing Manager,25,33,52507
65,Some-college,Other-service,20,47,39191
33,Bachelors,Business Analyst,5,31,32745
46,Some-college,Handlers-cleaners,17,29,31936
35,Some-college,Adm-clerical,0,58,31007
37,Bachelors,Software Engineer,9,42,48861
63,HS-grad,Marketing Manager,32,53,51062
30,Bachelors,Software Engineer,0,24,35170
40,HS-grad,Graphic Designer,15,64,39454
28,Masters,Project Manager,9,51,47181
48,Assoc,Quality Analyst,16,66,41044
48,PhD,Research Scientist,16,30,72646
19,Bachelors,Software Engineer,0,20,38579
51,Bachelors,Business Analyst,9,49,44249
19,PhD,Research Scientist,1,21,55833
25,HS-grad,Sales Associate,7,69,32224
61,Masters,Accountant,7,29,43277
37,Masters,Accountant,19,40,46918
27,Some-college,Transport-moving,1,45,18000
21,Some-college,Adm-clerical,0,25,22442
64,PhD,Research Scientist,38,36,93977
46,PhD,Legal Advisor,10,35,61034
57,PhD,Professor,10,26,55468
19,Masters,Data Scientist,1,35,49278
52,HS-grad,Sales Associate,12,50,28971
65,Assoc,Quality Analyst,1,57,31815
45,PhD,Research Scientist,4,60,68096
55,Assoc,Plant Supervisor,11,64,39407
19,HS-grad,Graphic Designer,0,60,24573
57,PhD,Legal Advisor,17,49,59084
36,HS-grad,Graphic Designer,7,47,31984
39,Bachelors,Sales Associate,16,55,44010
26,HS-grad,Marketing Manager,4,31,25855
61,Assoc,Nurse,39,57,61426
38,PhD,Legal Advisor,19,39,65438
21,Masters,Data Scientist,3,28,52883
55,Masters,Project Manager,12,58,51009
30,Assoc,Quality Analyst,12,47,36331
27,Masters,Project Manager,5,32,44433
49,Masters,Accountant,0,36,34223
30,PhD,Research Scientist,10,66,65252
29,Assoc,Quality Analyst,3,35,24113
60,PhD,Legal Advisor,32,49,78935
40,Bachelors,Business Analyst,13,49,47070
32,HS-grad,Sales Associate,6,34,26477
61,PhD,Research Scientist,10,48,65010
41,PhD,Professor,18,21,71910
26,HS-grad,Marketing Manager,1,42,25477
42,Masters,Accountant,7,35,42379
18,Masters,Accountant,0,41,32883
31,Assoc,Plant Supervisor,3,37,24486
56,Some-college,Nurse,0,46,20400
28,HS-grad,Graphic Designer,0,24,19286
52,Masters,Accountant,11,49,48359
20,Bachelors,Software Engineer,0,60,39359
33,Assoc,Quality Analyst,8,32,30310
34,Bachelors,Sales Associate,5,55,33653
60,Masters,Accountant,3,52,41952
58,Bachelors,Sales Associate,9,55,40322
29,Bachelors,Sales Associate,1,49,31874
37,Bachelors,Software Engineer,11,40,51500
42,PhD,Research Scientist,2,51,58646
18,HS-grad,Marketing Manager,0,36,26636
52,Masters,Data Scientist,18,42,64109
47,HS-grad,Marketing Manager,17,35,37738
42,HS-grad,Marketing Manager,15,34,39367
33,Some-college,Armed-Forces,13,48,38622
19,Assoc,Plant Supervisor,0,29,21920
25,Assoc,Nurse,3,42,26741
21,Some-college,Nurse,3,51,30243
43,HS-grad,Sales Associate,16,58,40918
36,Masters,Project Manager,12,43,48790
39,Assoc,Nurse,14,29,38473
61,HS-grad,Graphic Designer,9,56,33554
35,PhD,Professor,14,57,66832
27,HS-grad,Marketing Manager,6,47,25865
20,PhD,Professor,1,62,56691
26,Bachelors,Sales Associate,6,61,31138
62,Masters,Accountant,39,63,74323
33,Some-college,Nurse,5,68,38427
60,HS-grad,Marketing Manager,17,26,39581
40,PhD,Legal Advisor,21,61,73238
62,Assoc,Quality Analyst,8,50,31812
50,Assoc,Nurse,20,50,46229
49,Bachelors,Business Analyst,24,54,59006
38,PhD,Professor,0,51,54079
50,Bachelors,Sales Associate,27,50,53373
60,PhD,Legal Advisor,14,25,59180
54,Bachelors,Software Engineer,19,53,49961
23,Assoc,Quality Analyst,5,47,30488
30,Some-college,Farming-fishing,10,31,29335
41,Some-college,Craft-repair,12,47,30633
61,PhD,Research Scientist,35,61,92289
42,Bachelors,Business Analyst,2,66,37507
42,Some-college,Transport-moving,16,25,37809
18,HS-grad,Marketing Manager,0,67,34575
21,Assoc,Nurse,0,56,28139
27,Some-college,Adm-clerical,5,33,27771
36,HS-grad,Sales Associate,4,50,21308
41,Some-college,Adm-clerical,1,42,19870
55,Masters,Project Manager,35,46,76177
44,Bachelors,Sales Associate,14,34,38909
28,PhD,Professor,9,41,61052
63,Some-college,Other-service,17,62,37339
56,HS-grad,Sales Associate,9,28,27379
31,HS-grad,Graphic Designer,9,44,32014
31,Some-college,Farming-fishing,6,55,21491
44,PhD,Research Scientist,6,34,63668
21,Some-college,Nurse,0,20,21534
43,HS-grad,Graphic Designer,15,40,38564
28,Masters,Data Scientist,10,25,55708
39,PhD,Legal Advisor,4,66,59898
31,Assoc,Plant Supervisor,9,24,33039
18,Masters,Data Scientist,0,20,46197
42,HS-grad,Marketing Manager,12,47,33085
65,PhD,Professor,7,68,64406
41,HS-grad,Sales Associate,5,44,25758
20,Some-college,Priv-house-serv,0,38,18000
46,Bachelors,Sales Associate,17,21,41585
34,PhD,Professor,16,31,68573
20,Bachelors,Business Analyst,2,69,40173
37,Assoc,Nurse,5,43,31703
33,Masters,Project Manager,13,53,55066
42,PhD,Professor,14,49,65400
39,Assoc,Nurse,9,50,36182
62,HS-grad,Graphic Designer,34,65,53342
33,Masters,Project Manager,6,23,46722
34,Assoc,Plant Supervisor,12,30,32029
58,PhD,Legal Advisor,37,41,84241
63,Assoc,Quality Analyst,34,23,56974
53,Masters,Project Manager,18,36,56347
54,HS-grad,Graphic Designer,1,36,23638
26,PhD,Professor,1,61,54347
34,Some-college,Transport-moving,6,43,27109
30,Assoc,Plant Supervisor,2,26,25861
40,PhD,Research Scientist,1,69,62192
48,Some-college,Protective-serv,0,33,27753
63,Masters,Project Manager,13,47,49934
33,Masters,Accountant,2,36,36184
34,HS-grad,Sales Associate,11,42,31965
22,PhD,Research Scientist,2,55,59455
56,HS-grad,Sales Associate,25,23,51498
38,Masters,Data Scientist,18,40,65784
61,Assoc,Quality Analyst,31,29,53564
45,Masters,Project Manager,20,23,61506
40,Some-college,Priv-house-serv,17,20,32959
48,Assoc,Quality Analyst,26,63,52822
42,Assoc,Quality Analyst,0,55,30697
43,Masters,Data Scientist,3,68,56800
40,PhD,Legal Advisor,20,60,67723
54,Bachelors,Software Engineer,30,40,64245
58,PhD,Legal Advisor,28,66,80817
18,Bachelors,Sales Associate,0,38,23856
30,Bachelors,Software Engineer,5,68,47875
55,Bachelors,Sales Associate,32,52,56293
30,PhD,Professor,3,29,56629
48,Some-college,Transport-moving,12,22,30278
50,Masters,Data Scientist,32,24,76928
24,Assoc,Quality Analyst,6,41,28005
49,Bachelors,Business Analyst,23,26,54510
45,HS-grad,Sales Associate,7,34,29430
22,HS-grad,Sales Associate,1,45,22303
43,HS-grad,Graphic Designer,0,52,22002
43,Masters,Accountant,22,37,51808
59,PhD,Legal Advisor,11,20,58157
31,Assoc,Plant Supervisor,12,22,29430
41,Some-college,Nurse,8,32,27966
42,Masters,Accountant,14,41,45097
49,Assoc,Quality Analyst,31,40,51037
26,Some-college,Handlers-cleaners,8,44,28954
36,HS-grad,Marketing Manager,13,39,37457
35,Assoc,Nurse,3,27,26692
54,HS-grad,Graphic Designer,32,46,59100
63,Some-college,Farming-fishing,34,56,53638
29,HS-grad,Graphic Designer,10,43,29284
51,Bachelors,Business Analyst,18,39,50640
27,PhD,Professor,3,46,55047
65,Assoc,Quality Analyst,18,40,42740
26,PhD,Professor,8,46,64578
50,Some-college,Protective-serv,0,31,24082
22,PhD,Professor,2,35,55346
48,Some-college,Tech-support,0,66,24142
56,Some-college,Transport-moving,15,35,34439
65,PhD,Legal Advisor,24,51,72396
33,PhD,Research Scientist,3,48,64750
30,Assoc,Quality Analyst,7,24,28847
20,Bachelors,Software Engineer,2,52,47146
58,Bachelors,Software Engineer,17,69,59085
44,Masters,Accountant,3,64,37011
31,Assoc,Quality Analyst,2,42,29259
62,PhD,Research Scientist,22,46,78491
54,HS-grad,Marketing Manager,21,36,41863
26,PhD,Professor,3,21,54320
34,Assoc,Quality Analyst,11,23,36910
48,Masters,Data Scientist,28,60,75913
34,Masters,Data Scientist,8,25,55073
33,HS-grad,Graphic Designer,4,21,23857
49,Masters,Data Scientist,12,66,66537
35,PhD,Legal Advisor,3,45,51797
18,Masters,Data Scientist,0,42,49865
24,Assoc,Nurse,3,54,34914
35,PhD,Legal Advisor,10,62,62350
57,HS-grad,Marketing Manager,0,48,27041
60,HS-grad,Sales Associate,25,35,38728
37,Bachelors,Software Engineer,12,52,55222
64,Bachelors,Sales Associate,3,49,30901
48,Assoc,Nurse,8,32,29269
65,PhD,Research Scientist,30,56,86156
43,Assoc,Plant Supervisor,1,64,28864
18,Bachelors,Sales Associate,0,59,29192
19,PhD,Professor,1,57,55093
25,Assoc,Nurse,5,23,27634
43,Assoc,Quality Analyst,1,35,25980
36,Some-college,Protective-serv,7,33,31981
43,Bachelors,Software Engineer,23,51,58046
19,Bachelors,Software Engineer,1,20,33176
29,Bachelors,Software Engineer,8,55,47182
63,HS-grad,Marketing Manager,21,44,41122
23,Masters,Project Manager,1,35,38195
24,Assoc,Quality Analyst,0,69,30965
30,PhD,Legal Advisor,6,48,53912
52,Masters,Project Manager,9,38,49232
63,Masters,Accountant,34,64,61919
61,Bachelors,Software Engineer,39,26,75498
36,PhD,Legal Advisor,13,41,64968
50,Assoc,Nurse,3,61,32220
58,Assoc,Nurse,34,47,55379
59,Masters,Data Scientist,12,66,61423
54,Bachelors,Software Engineer,30,47,66005
43,Assoc,Nurse,24,58,46380
35,HS-grad,Graphic Designer,0,44,22030
50,Bachelors,Business Analyst,31,37,56488
56,HS-grad,Marketing Manager,6,61,36438
28,Bachelors,Sales Associate,8,23,32653
48,HS-grad,Marketing Manager,3,57,35296
39,Assoc,Quality Analyst,16,33,39946
52,HS-grad,Marketing Manager,12,54,38579
33,Masters,Accountant,1,26,32499
47,Masters,Data Scientist,9,60,61385
54,Assoc,Nurse,1,61,29160
60,Masters,Data Scientist,30,35,74701
45,HS-grad,Marketing Manager,11,29,33242
21,Some-college,Tech-support,2,28,24020
65,PhD,Professor,21,23,72534
55,HS-grad,Marketing Manager,25,30,46570
30,Assoc,Nurse,5,54,30336
64,Assoc,Plant Supervisor,36,67,65327
52,Assoc,Nurse,34,47,57992
26,Masters,Project Manager,4,54,42034
61,Masters,Accountant,0,48,36184
40,HS-grad,Graphic Designer,14,35,33045
18,Assoc,Nurse,0,26,27735
49,HS-grad,Sales Associate,8,48,25486
50,Masters,Project Manager,6,31,38109
34,PhD,Legal Advisor,3,22,49187
40,PhD,Professor,12,34,63244
36,PhD,Professor,12,48,63810
58,PhD,Professor,16,68,69698
47,Bachelors,Software Engineer,11,65,53968
36,Some-college,Other-service,6,45,27879
55,PhD,Legal Advisor,15,21,63492
41,Bachelors,Software Engineer,19,58,56263
61,Bachelors,Software Engineer,4,48,44921
54,Assoc,Plant Supervisor,26,49,53633
47,Assoc,Quality Analyst,2,62,30241
58,HS-grad,Sales Associate,12,34,32476
22,PhD,Legal Advisor,4,54,51799
30,Bachelors,Business Analyst,12,54,47847
25,Masters,Project Manager,4,50,41822
19,Bachelors,Sales Associate,1,60,31596
20,Some-college,Tech-support,2,23,26378
35,HS-grad,Marketing Manager,9,30,29492
43,Masters,Data Scientist,23,42,71953
41,Masters,Project Manager,1,33,38371
30,Bachelors,Software Engineer,3,54,36828
48,Some-college,Machine-op-inspct,21,29,39426
59,Bachelors,Software Engineer,9,42,47007
63,Masters,Data Scientist,33,56,81642
25,Bachelors,Software Engineer,6,25,43278
46,Assoc,Plant Supervisor,24,40,44514
35,PhD,Legal Advisor,14,57,64347
43,HS-grad,Sales Associate,14,52,34887
64,PhD,Professor,30,54,85578
36,PhD,Professor,11,32,60483
23,Bachelors,Software Engineer,3,24,47149
64,Bachelors,Business Analyst,20,56,51105
24,HS-grad,Marketing Manager,0,35,29364
51,Some-college,Protective-serv,32,45,49037
58,Some-college,Adm-clerical,21,53,44117
40,Some-college,Transport-moving,16,28,39188
26,Some-college,Other-service,3,67,20634
33,PhD,Research Scientist,3,41,62730
46,Masters,Project Manager,5,45,46966
18,Bachelors,Business Analyst,0,62,37080
29,Some-college,Priv-house-serv,8,27,24161
43,Bachelors,Business Analyst,20,69,57572
33,PhD,Research Scientist,5,62,66465
19,Bachelors,Sales Associate,0,28,24049
33,Bachelors,Sales Associate,5,44,30202
43,PhD,Professor,24,55,75515
26,Assoc,Plant Supervisor,1,57,28510
21,PhD,Professor,0,28,51966
44,Masters,Project Manager,9,35,48211
23,Assoc,Plant Supervisor,5,68,32815
23,Masters,Project Manager,2,66,46769
65,Masters,Accountant,31,54,60177
53,Some-college,Tech-support,5,62,32736
42,Assoc,Plant Supervisor,16,60,47350
47,HS-grad,Graphic Designer,6,50,26827
21,Assoc,Quality Analyst,3,37,31913
36,Some-college,Farming-fishing,5,20,24060
64,Masters,Data Scientist,18,48,63154
29,Masters,Project Manager,0,26,37674
48,Bachelors,Business Analyst,27,25,54073
54,HS-grad,Marketing Manager,17,45,36533
49,Masters,Data Scientist,23,35,65789
52,Assoc,Plant Supervisor,32,37,52663
18,Some-college,Nurse,0,44,23366
27,Some-college,Adm-clerical,3,26,19522
65,Bachelors,Business Analyst,18,66,56383
59,Bachelors,Software Engineer,33,26,65272
42,Some-college,Craft-repair,9,34,24842
23,PhD,Legal Advisor,3,34,51400
49,Masters,Data Scientist,31,24,70613
35,PhD,Research Scientist,2,36,62362
32,Some-college,Machine-op-inspct,4,22,19564
54,Masters,Data Scientist,2,54,49028
34,Some-college,Farming-fishing,7,26,28366
48,HS-grad,Sales Associate,26,31,46663
31,Bachelors,Business Analyst,10,26,37551
46,Masters,Project Manager,8,55,49570
62,HS-grad,Sales Associate,32,53,55651
24,Masters,Data Scientist,2,58,54347
59,Masters,Data Scientist,12,31,59808
37,Masters,Project Manager,17,55,58947
57,Assoc,Quality Analyst,1,69,32490
56,HS-grad,Sales Associate,8,41,26077
20,Assoc,Nurse,2,61,30082
43,Assoc,Plant Supervisor,12,37,33460
44,Some-college,Armed-Forces,19,58,44845
41,HS-grad,Marketing Manager,7,28,28511
33,Assoc,Quality Analyst,7,63,35298
64,Masters,Accountant,5,24,37342
25,Some-college,Other-service,7,30,28365
38,HS-grad,Marketing Manager,10,67,35162
50,Some-college,Handlers-cleaners,30,67,50990
51,PhD,Legal Advisor,13,35,56246
60,PhD,Legal Advisor,40,48,86152
42,PhD,Legal Advisor,24,43,69287
38,PhD,Professor,3,53,55241
58,Bachelors,Business Analyst,27,36,54599
48,HS-grad,Sales Associate,29,34,46772
47,Some-college,Craft-repair,1,61,24904
30,Assoc,Plant Supervisor,12,43,31318
29,Assoc,Nurse,0,49,31835
42,Bachelors,Software Engineer,11,65,54124
41,Masters,Project Manager,18,38,57695
57,Assoc,Plant Supervisor,28,43,51933
59,Masters,Data Scientist,25,33,66503
35,Masters,Data Scientist,11,57,60336
21,Assoc,Quality Analyst,2,63,29403
25,Bachelors,Business Analyst,7,62,38076
49,HS-grad,Graphic Designer,4,39,22538
53,PhD,Legal Advisor,4,32,49732
28,HS-grad,Sales Associate,4,27,23547
62,Bachelors,Business Analyst,2,55,32940
32,Assoc,Nurse,13,46,39704
61,HS-grad,Marketing Manager,32,65,54958
18,PhD,Research Scientist,0,35,58953
30,HS-grad,Graphic Designer,8,34,27443
52,HS-grad,Marketing Manager,23,52,48736
57,Masters,Accountant,13,49,45104
44,Masters,Accountant,14,35,48554
56,PhD,Professor,28,41,79541
26,Masters,Data Scientist,7,34,53732
25,Masters,Accountant,4,60,41133
29,PhD,Research Scientist,3,59,63087
41,Some-college,Other-service,20,52,40851
20,HS-grad,Sales Associate,2,34,23522
23,PhD,Professor,4,36,55238
41,Masters,Project Manager,16,40,53286
22,Some-college,Adm-clerical,3,67,32610
38,Masters,Data Scientist,17,54,68677
38,Assoc,Plant Supervisor,4,25,27648
65,Some-college,Priv-house-serv,7,28,18000
56,Masters,Data Scientist,14,54,64625
58,HS-grad,Graphic Designer,36,61,55523
37,Bachelors,Software Engineer,1,31,37394
55,HS-grad,Sales Associate,29,43,44040
63,PhD,Legal Advisor,22,31,71952
46,Masters,Accountant,12,62,46187
61,PhD,Research Scientist,15,34,75559
44,Some-college,Other-service,22,48,37889
60,HS-grad,Sales Associate,6,61,34101
22,Bachelors,Software Engineer,2,60,43113
19,PhD,Legal Advisor,1,22,50404
23,Some-college,Handlers-cleaners,2,37,18000
35,Bachelors,Business Analyst,2,28,36770
34,Bachelors,Sales Associate,1,60,30351
45,Assoc,Nurse,2,57,34057
62,Bachelors,Sales Associate,10,56,36742
64,HS-grad,Graphic Designer,25,50,44010
47,Some-college,Adm-clerical,9,27,24556
27,Assoc,Quality Analyst,3,60,28419
18,Masters,Data Scientist,0,21,46975
44,PhD,Research Scientist,14,65,74278
18,Masters,Data Scientist,0,62,52585
51,Some-college,Other-service,31,48,48299
56,HS-grad,Marketing Manager,7,38,26311
55,Masters,Data Scientist,34,62,82097
27,Assoc,Nurse,9,43,29911
51,Masters,Data Scientist,6,20,51630
29,Bachelors,Business Analyst,4,30,33580
21,HS-grad,Sales Associate,3,45,23697
52,Some-college,Tech-support,18,25,37968
27,Assoc,Plant Supervisor,3,21,27190
33,Assoc,Nurse,14,29,35189
40,Assoc,Quality Analyst,19,32,42467
28,Masters,Accountant,0,69,35095
54,PhD,Legal Advisor,33,52,82095
57,Bachelors,Business Analyst,32,31,58497
39,HS-grad,Marketing Manager,5,52,25064
30,PhD,Professor,10,34,57491
61,Masters,Project Manager,33,67,75952
59,Masters,Accountant,18,27,50904
41,Bachelors,Software Engineer,20,21,54834
47,Bachelors,Software Engineer,11,63,50332
28,Bachelors,Business Analyst,10,27,45390
37,Some-college,Farming-fishing,7,28,23781
25,HS-grad,Graphic Designer,4,40,25125
40,Bachelors,Sales Associate,13,34,36762
22,HS-grad,Graphic Designer,2,66,26317
61,Assoc,Plant Supervisor,36,36,55787
65,HS-grad,Marketing Manager,38,66,64753
47,PhD,Professor,27,50,78930
63,Masters,Data Scientist,8,36,56289
56,Masters,Accountant,21,31,57117
26,Some-college,Handlers-cleaners,7,33,25134
59,Bachelors,Sales Associate,29,45,51523
52,Masters,Project Manager,30,54,65979
33,Some-college,Handlers-cleaners,0,51,21320
37,Bachelors,Business Analyst,14,37,43307
46,HS-grad,Marketing Manager,28,38,43885
63,Some-college,Machine-op-inspct,7,43,25798
31,Bachelors,Business Analyst,4,60,39025
31,Assoc,Plant Supervisor,11,52,33463
64,HS-grad,Sales Associate,35,26,46903
23,Masters,Project Manager,5,57,49345
49,Some-college,Protective-serv,12,25,34602
55,Assoc,Nurse,17,64,48290
57,Masters,Data Scientist,29,68,75940
42,Bachelors,Business Analyst,1,55,33931
36,Some-college,Handlers-cleaners,9,37,26244
34,Masters,Accountant,8,43,39606
63,Bachelors,Business Analyst,7,56,42295
24,HS-grad,Marketing Manager,2,45,25066
63,PhD,Research Scientist,10,33,65485
46,Bachelors,Software Engineer,22,37,58539
30,Assoc,Nurse,11,66,37486
62,Some-college,Nurse,24,52,49368
32,HS-grad,Marketing Manager,11,57,37026
51,Bachelors,Business Analyst,26,50,56212
26,Bachelors,Sales Associate,8,27,30321
19,Bachelors,Software Engineer,0,23,37847
65,Bachelors,Business Analyst,13,49,44267
19,PhD,Research Scientist,0,59,62235
59,PhD,Research Scientist,39,50,98431
48,Bachelors,Software Engineer,26,56,65749
55,HS-grad,Sales Associate,22,33,39659
51,Bachelors,Sales Associate,5,57,33532
57,Some-college,Other-service,7,27,21071
52,Bachelors,Software Engineer,21,42,54469
39,Masters,Accountant,4,50,39280
46,HS-grad,Marketing Manager,22,43,45091
55,Some-college,Adm-clerical,36,23,54539
40,Some-college,Priv-house-serv,21,34,34994
60,Assoc,Quality Analyst,24,44,49500
60,PhD,Research Scientist,22,68,87323
32,Bachelors,Software Engineer,0,49,37441
30,Bachelors,Business Analyst,6,27,36585
60,Bachelors,Software Engineer,8,44,44885
31,Bachelors,Sales Associate,2,63,35190
34,Some-college,Handlers-cleaners,2,20,23301
45,Bachelors,Sales Associate,15,31,41239
62,Masters,Data Scientist,16,59,65932
32,Masters,Data Scientist,1,25,50663
37,HS-grad,Sales Associate,8,24,23044
36,PhD,Professor,0,20,52749
44,Masters,Project Manager,5,25,40554
21,Assoc,Nurse,3,38,30209
51,Some-college,Protective-serv,3,57,26940
43,Some-college,Other-service,25,38,40404
37,HS-grad,Sales Associate,9,64,36240
29,PhD,Professor,9,20,54612
39,PhD,Professor,17,21,70964
38,PhD,Research Scientist,3,45,59039
27,Some-college,Farming-fishing,6,62,27214
35,HS-grad,Sales Associate,5,42,24438
40,PhD,Research Scientist,2,58,65184
30,PhD,Research Scientist,11,66,74929
51,Assoc,Quality Analyst,16,46,37793
51,Assoc,Nurse,11,42,35702
30,HS-grad,Sales Associate,6,57,23713
62,HS-grad,Graphic Designer,4,32,23693
49,PhD,Professor,18,40,66442
27,Masters,Project Manager,7,59,49050
40,Masters,Data Scientist,21,23,66824
59,Assoc,Nurse,22,25,48993
34,Some-college,Farming-fishing,12,20,27675
46,Bachelors,Sales Associate,11,58,31463
44,Assoc,Quality Analyst,15,43,39135
19,Bachelors,Sales Associate,0,49,26883
56,PhD,Professor,31,20,79890
37,Assoc,Plant Supervisor,16,36,40233
40,Bachelors,Software Engineer,13,29,49903
65,Some-college,Adm-clerical,28,46,52123
27,Some-college,Farming-fishing,9,61,29935
57,PhD,Legal Advisor,30,60,80409
19,Masters,Data Scientist,1,58,51589
50,Some-college,Other-service,3,64,33994
59,Bachelors,Sales Associate,4,44,26802
35,HS-grad,Marketing Manager,13,38,39918
52,PhD,Professor,28,61,79957
53,HS-grad,Sales Associate,6,65,31093
60,Masters,Project Manager,16,56,59334
65,Assoc,Quality Analyst,2,20,32019
58,HS-grad,Graphic Designer,25,36,42330
22,Assoc,Quality Analyst,0,32,29604
64,HS-grad,Sales Associate,3,55,28678
23,HS-grad,Marketing Manager,2,31,26273
63,PhD,Legal Advisor,32,29,76592
20,PhD,Research Scientist,0,65,64222
39,Some-college,Craft-repair,18,54,40884
30,HS-grad,Sales Associate,2,51,24423
41,Assoc,Plant Supervisor,2,38,28143
59,Bachelors,Business Analyst,34,23,61417
53,HS-grad,Sales Associate,18,62,42862
